"gene_id" "projection_parent_gene"
"27574" "ENSG05220017802" "ENSG00000171843.17"
"27575" "ENSG05220017803" "ENSG00000231756.1"
"27576" "ENSG05220017804" "ENSG00000230694.1"
"27577" "ENSG05220017805" "ENSG00000277711.1"
"27578" "ENSG05220017806" "ENSG00000285911.1"
"27579" "ENSG05220017807" "ENSG00000286685.1"
"27580" "ENSG05220017808" "ENSG00000177076.6"
"27581" "ENSG05220017809" "ENSG00000215236.3"
"27582" "ENSG05220017810" "ENSG00000234829.4"
"27583" "ENSG05220017811" "ENSG00000147874.11"
"27584" "ENSG05220017812" "ENSG00000251834.1"
"27585" "ENSG05220017813" "ENSG00000201118.1"
"27586" "ENSG05220017814" "ENSG00000272842.1"
"27587" "ENSG05220017815" "ENSG00000188921.14"
"27588" "ENSG05220017816" "ENSG00000188352.12"
"27589" "ENSG05220017817" "ENSG00000213362.3"
"27590" "ENSG05220017752" "ENSG00000273226.1"
"27591" "ENSG05220013028" "ENSG00000227218.7"
"27592" "ENSG05220013029" "ENSG00000167136.7"
"27593" "ENSG05220013030" "ENSG00000268615.1"
"27594" "ENSG05220013031" "ENSG00000167113.11"
"27595" "ENSG05220013032" "ENSG00000280474.1"
"27596" "ENSG05220013036" "ENSG00000119383.21"
"27597" "ENSG05220013037" "ENSG00000283874.1"
"27598" "ENSG05220013038" "ENSG00000167118.11"
"27599" "ENSG05220013039" "ENSG00000204055.5"
"27600" "ENSG05220013041" "ENSG00000160445.11"
"27601" "ENSG05220013042" "ENSG00000284185.1"
"27602" "ENSG05220013043" "ENSG00000272696.1"
"27603" "ENSG05220013044" "ENSG00000268707.1"
"27604" "ENSG05220013045" "ENSG00000207955.5"
"27605" "ENSG05220013046" "ENSG00000223551.1"
"27606" "ENSG05220013047" "ENSG00000187024.15"
"27607" "ENSG05220013048" "ENSG00000242281.3"
"27608" "ENSG05220013049" "ENSG00000136811.16"
"27609" "ENSG05220013050" "ENSG00000179082.3"
"27610" "ENSG05220013051" "ENSG00000196152.10"
"27611" "ENSG05220013052" "ENSG00000223478.1"
"27612" "ENSG05220013053" "ENSG00000148339.13"
"27613" "ENSG05220013054" "ENSG00000224307.2"
"27614" "ENSG05220013055" "ENSG00000148334.16"
"27615" "ENSG05220013059" "ENSG00000286196.1"
"27616" "ENSG05220013060" "ENSG00000279571.3"
"27617" "ENSG05220013062" "ENSG00000119335.17"
"27618" "ENSG05220013068" "ENSG00000136802.12"
"27619" "ENSG05220013069" "ENSG00000283335.1"
"27620" "ENSG05220013070" "ENSG00000167130.18"
"27621" "ENSG05220013071" "ENSG00000263979.1"
"27622" "ENSG05220013072" "ENSG00000106992.19"
"27623" "ENSG05220013078" "ENSG00000167112.10"
"27624" "ENSG05220013079" "ENSG00000171159.5"
"27625" "ENSG05220013088" "ENSG00000095370.20"
"27626" "ENSG05220013091" "ENSG00000238406.1"
"27627" "ENSG05220013095" "ENSG00000095319.14"
"27628" "ENSG05220013097" "ENSG00000160401.15"
"27629" "ENSG05220013099" "ENSG00000148341.18"
"27630" "ENSG05220013100" "ENSG00000264823.3"
"27631" "ENSG05220013101" "ENSG00000222455.1"
"27632" "ENSG05220013103" "ENSG00000284547.1"
"27633" "ENSG05220013104" "ENSG00000222421.1"
"27634" "ENSG05220013105" "ENSG00000280758.1"
"27635" "ENSG05220013106" "ENSG00000167123.19"
"27636" "ENSG05220013108" "ENSG00000136830.12"
"27637" "ENSG05220013110" "ENSG00000136807.14"
"27638" "ENSG05220013111" "ENSG00000188483.8"
"27639" "ENSG05220013119" "ENSG00000197694.18"
"27640" "ENSG05220013128" "ENSG00000287234.1"
"27641" "ENSG05220013132" "ENSG00000106976.21"
"27642" "ENSG05220013146" "ENSG00000203286.5"
"27643" "ENSG05220013147" "ENSG00000267834.1"
"27644" "ENSG05220013148" "ENSG00000136908.18"
"27645" "ENSG05220013150" "ENSG00000200788.1"
"27646" "ENSG05220013151" "ENSG00000171097.14"
"27647" "ENSG05220013155" "ENSG00000167110.18"
"27648" "ENSG05220013157" "ENSG00000106991.14"
"27649" "ENSG05220013159" "ENSG00000234055.1"
"27650" "ENSG05220013160" "ENSG00000232850.3"
"27651" "ENSG05220013161" "ENSG00000198917.13"
"27652" "ENSG05220013163" "ENSG00000234705.2"
"27653" "ENSG05220013164" "ENSG00000160447.7"
"27654" "ENSG05220013167" "ENSG00000167103.12"
"27655" "ENSG05220013169" "ENSG00000119333.12"
"27656" "ENSG05220013170" "ENSG00000233901.6"
"27657" "ENSG05220013172" "ENSG00000228510.2"
"27658" "ENSG05220013174" "ENSG00000167106.12"
"27659" "ENSG05220013176" "ENSG00000197958.13"
"27660" "ENSG05220013179" "ENSG00000095321.18"
"27661" "ENSG05220013187" "ENSG00000160408.16"
"27662" "ENSG05220013193" "ENSG00000234771.3"
"27663" "ENSG05220013194" "ENSG00000207581.1"
"27664" "ENSG05220013195" "ENSG00000148346.12"
"27665" "ENSG05220013198" "ENSG00000171169.9"
"27666" "ENSG05220013201" "ENSG00000201302.1"
"27667" "ENSG05220013202" "ENSG00000230848.1"
"27668" "ENSG05220013204" "ENSG00000175287.19"
"27669" "ENSG05220013206" "ENSG00000160446.19"
"27670" "ENSG05220013208" "ENSG00000148343.19"
"27671" "ENSG05220013209" "ENSG00000225951.1"
"27672" "ENSG05220013210" "ENSG00000228395.2"
"27673" "ENSG05220013211" "ENSG00000148337.21"
"27674" "ENSG05220013212" "ENSG00000264438.2"
"27675" "ENSG05220013213" "ENSG00000167094.16"
"27676" "ENSG05220013214" "ENSG00000230536.1"
"27677" "ENSG05220013215" "ENSG00000283863.1"
"27678" "ENSG05220013216" "ENSG00000225032.5"
"27679" "ENSG05220013217" "ENSG00000167114.13"
"27680" "ENSG05220013218" "ENSG00000175854.14"
"27681" "ENSG05220013219" "ENSG00000119392.16"
"27682" "ENSG05220013220" "ENSG00000273186.1"
"27683" "ENSG05220013221" "ENSG00000136840.19"
"27684" "ENSG05220013222" "ENSG00000175283.8"
"27685" "ENSG05220013223" "ENSG00000160404.18"
"27686" "ENSG05220013229" "ENSG00000148356.15"
"27687" "ENSG05220013238" "ENSG00000136854.24"
"27688" "ENSG05220013239" "ENSG00000107021.16"
"27689" "ENSG05220013240" "ENSG00000136877.15"
"27690" "ENSG05220013040" "ENSG00000227759.2"
"27691" "ENSG05220020904" "ENSG00000225337.1"
"27692" "ENSG05220020906" "ENSG00000233178.7"
"27693" "ENSG05220020912" "ENSG00000135048.14"
"27694" "ENSG05220020917" "ENSG00000226337.3"
"27695" "ENSG05220020918" "ENSG00000188647.13"
"27696" "ENSG05220020920" "ENSG00000274355.1"
"27697" "ENSG05220020921" "ENSG00000243888.1"
"27698" "ENSG05220020922" "ENSG00000279706.1"
"27699" "ENSG05220020923" "ENSG00000234394.8"
"27700" "ENSG05220020924" "ENSG00000273999.1"
"27701" "ENSG05220020925" "ENSG00000224437.2"
"27702" "ENSG05220020926" "ENSG00000187866.10"
"27703" "ENSG05220020927" "ENSG00000231701.1"
"27704" "ENSG05220020929" "ENSG00000224958.6"
"27705" "ENSG05220020930" "ENSG00000277618.1"
"27706" "ENSG05220020932" "ENSG00000275493.2"
"27707" "ENSG05220020933" "ENSG00000284611.1"
"27708" "ENSG05220020934" "ENSG00000135063.20"
"27709" "ENSG05220020935" "ENSG00000241174.3"
"27710" "ENSG05220020936" "ENSG00000276457.1"
"27711" "ENSG05220020937" "ENSG00000155621.15"
"27712" "ENSG05220020939" "ENSG00000165072.10"
"27713" "ENSG05220020941" "ENSG00000239180.1"
"27714" "ENSG05220020943" "ENSG00000236801.1"
"27715" "ENSG05220020944" "ENSG00000275969.2"
"27716" "ENSG05220020945" "ENSG00000272232.2"
"27717" "ENSG05220020946" "ENSG00000278010.1"
"27718" "ENSG05220020947" "ENSG00000236733.1"
"27719" "ENSG05220020948" "ENSG00000204711.9"
"27720" "ENSG05220020950" "ENSG00000277575.1"
"27721" "ENSG05220020951" "ENSG00000233765.1"
"27722" "ENSG05220020952" "ENSG00000274852.1"
"27723" "ENSG05220020953" "ENSG00000181778.5"
"27724" "ENSG05220020954" "ENSG00000234506.5"
"27725" "ENSG05220020955" "ENSG00000277297.1"
"27726" "ENSG05220061825" "ENSG00000273849.1"
"27727" "ENSG05220020957" "ENSG00000165060.15"
"27728" "ENSG05220020960" "ENSG00000273668.1"
"27729" "ENSG05220020962" "ENSG00000236060.2"
"27730" "ENSG05220020963" "ENSG00000222465.1"
"27731" "ENSG05220020967" "ENSG00000276203.5"
"27732" "ENSG05220020968" "ENSG00000276898.1"
"27733" "ENSG05220020969" "ENSG00000154330.13"
"27734" "ENSG05220020971" "ENSG00000274893.1"
"27735" "ENSG05220062032" "ENSG00000275030.1"
"27736" "ENSG05220020973" "ENSG00000229814.1"
"27737" "ENSG05220020974" "ENSG00000226904.1"
"27738" "ENSG05220020975" "ENSG00000236998.2"
"27739" "ENSG05220020976" "ENSG00000274349.5"
"27740" "ENSG05220020977" "ENSG00000274421.1"
"27741" "ENSG05220020988" "ENSG00000119138.5"
"27742" "ENSG05220020989" "ENSG00000229019.1"
"27743" "ENSG05220020990" "ENSG00000274098.1"
"27744" "ENSG05220020996" "ENSG00000119139.21"
"27745" "ENSG05220021000" "ENSG00000274628.5"
"27746" "ENSG05220061946" "ENSG00000232086.1"
"27747" "ENSG05220021003" "ENSG00000235893.5"
"27748" "ENSG05220021005" "ENSG00000276348.1"
"27749" "ENSG05220021006" "ENSG00000187559.6"
"27750" "ENSG05220021008" "ENSG00000275026.1"
"27751" "ENSG05220021012" "ENSG00000274026.2"
"27752" "ENSG05220021013" "ENSG00000165059.8"
"27753" "ENSG05220021014" "ENSG00000107362.14"
"27754" "ENSG05220021015" "ENSG00000279688.1"
"27755" "ENSG05220021016" "ENSG00000276894.1"
"27756" "ENSG05220021017" "ENSG00000107242.20"
"27757" "ENSG05220021018" "ENSG00000277490.1"
"27758" "ENSG05220021019" "ENSG00000225626.4"
"27759" "ENSG05220021020" "ENSG00000274820.1"
"27760" "ENSG05220021021" "ENSG00000278763.1"
"27761" "ENSG05220021022" "ENSG00000277350.2"
"27762" "ENSG05220062503" "ENSG00000275904.1"
"27763" "ENSG05220062040" "ENSG00000284658.1"
"27764" "ENSG05220021025" "ENSG00000278720.1"
"27765" "ENSG05220021028" "ENSG00000268364.2"
"27766" "ENSG05220021029" "ENSG00000207935.3"
"27767" "ENSG05220021030" "ENSG00000224025.2"
"27768" "ENSG05220021031" "ENSG00000271166.1"
"27769" "ENSG05220021032" "ENSG00000198887.9"
"27770" "ENSG05220021033" "ENSG00000229312.2"
"27771" "ENSG05220021034" "ENSG00000276204.1"
"27772" "ENSG05220021035" "ENSG00000278068.1"
"27773" "ENSG05220061990" "ENSG00000278551.1"
"27774" "ENSG05220021037" "ENSG00000204706.14"
"27775" "ENSG05220021038" "ENSG00000261447.1"
"27776" "ENSG05220021039" "ENSG00000270236.1"
"27777" "ENSG05220021040" "ENSG00000278910.4"
"27778" "ENSG05220021041" "ENSG00000083067.24"
"27779" "ENSG05220021043" "ENSG00000200922.1"
"27780" "ENSG05220021044" "ENSG00000207000.1"
"27781" "ENSG05220021045" "ENSG00000274181.1"
"27782" "ENSG05220021046" "ENSG00000279955.3"
"27783" "ENSG05220061657" "ENSG00000276257.1"
"27784" "ENSG05220021048" "ENSG00000229146.2"
"27785" "ENSG05220021049" "ENSG00000107282.8"
"27786" "ENSG05220020928" "ENSG00000260691.7"
"27787" "ENSG05220020982" "ENSG00000196873.16"
"27788" "ENSG05220021001" "ENSG00000276386.1"
"27789" "ENSG05220024914" "ENSG00000274919.1"
"27790" "ENSG05220024916" "ENSG00000197233.7"
"27791" "ENSG05220024917" "ENSG00000119403.15"
"27792" "ENSG05220024920" "ENSG00000229817.1"
"27793" "ENSG05220024922" "ENSG00000148219.18"
"27794" "ENSG05220024923" "ENSG00000243738.3"
"27795" "ENSG05220024924" "ENSG00000228707.1"
"27796" "ENSG05220024925" "ENSG00000106948.17"
"27797" "ENSG05220024932" "ENSG00000181634.8"
"27798" "ENSG05220024933" "ENSG00000236461.1"
"27799" "ENSG05220024935" "ENSG00000201140.1"
"27800" "ENSG05220024937" "ENSG00000230601.7"
"27801" "ENSG05220024938" "ENSG00000136834.3"
"27802" "ENSG05220024939" "ENSG00000119421.7"
"27803" "ENSG05220024940" "ENSG00000234692.1"
"27804" "ENSG05220024943" "ENSG00000171501.10"
"27805" "ENSG05220024944" "ENSG00000285820.1"
"27806" "ENSG05220024949" "ENSG00000235133.1"
"27807" "ENSG05220024950" "ENSG00000274755.1"
"27808" "ENSG05220024951" "ENSG00000207726.3"
"27809" "ENSG05220024952" "ENSG00000284977.2"
"27810" "ENSG05220024953" "ENSG00000173077.16"
"27811" "ENSG05220024954" "ENSG00000222413.1"
"27812" "ENSG05220024955" "ENSG00000235865.2"
"27813" "ENSG05220024956" "ENSG00000119402.18"
"27814" "ENSG05220024957" "ENSG00000233516.1"
"27815" "ENSG05220024958" "ENSG00000095261.14"
"27816" "ENSG05220024959" "ENSG00000227355.3"
"27817" "ENSG05220024960" "ENSG00000231166.2"
"27818" "ENSG05220024961" "ENSG00000234156.3"
"27819" "ENSG05220024962" "ENSG00000106804.8"
"27820" "ENSG05220024963" "ENSG00000269970.1"
"27821" "ENSG05220024964" "ENSG00000213467.4"
"27822" "ENSG05220024965" "ENSG00000148187.18"
"27823" "ENSG05220024966" "ENSG00000078725.13"
"27824" "ENSG05220024967" "ENSG00000119401.11"
"27825" "ENSG05220024968" "ENSG00000204148.3"
"27826" "ENSG05220024969" "ENSG00000228914.2"
"27827" "ENSG05220024970" "ENSG00000234782.3"
"27828" "ENSG05220024971" "ENSG00000260970.1"
"27829" "ENSG05220024972" "ENSG00000175764.16"
"27830" "ENSG05220024973" "ENSG00000271214.1"
"27831" "ENSG05220024974" "ENSG00000182752.10"
"27832" "ENSG05220024975" "ENSG00000095397.16"
"27833" "ENSG05220024976" "ENSG00000201749.1"
"27834" "ENSG05220024977" "ENSG00000056558.11"
"27835" "ENSG05220024978" "ENSG00000256040.2"
"27836" "ENSG05220024979" "ENSG00000185681.13"
"27837" "ENSG05220024980" "ENSG00000235797.2"
"27838" "ENSG05220024981" "ENSG00000201444.1"
"27839" "ENSG05220024982" "ENSG00000230284.1"
"27840" "ENSG05220024983" "ENSG00000239590.1"
"27841" "ENSG05220024984" "ENSG00000261432.1"
"27842" "ENSG05220024985" "ENSG00000095303.17"
"27843" "ENSG05220024986" "ENSG00000225050.2"
"27844" "ENSG05220024987" "ENSG00000136869.16"
"27845" "ENSG05220024988" "ENSG00000148180.21"
"27846" "ENSG05220024989" "ENSG00000228714.4"
"27847" "ENSG05220024990" "ENSG00000235201.1"
"27848" "ENSG05220024991" "ENSG00000119396.11"
"27849" "ENSG05220024992" "ENSG00000270917.1"
"27850" "ENSG05220024993" "ENSG00000106780.9"
"27851" "ENSG05220024994" "ENSG00000231901.1"
"27852" "ENSG05220024995" "ENSG00000171496.5"
"27853" "ENSG05220024996" "ENSG00000238181.2"
"27854" "ENSG05220024997" "ENSG00000229105.1"
"27855" "ENSG05220024998" "ENSG00000229314.6"
"27856" "ENSG05220024999" "ENSG00000244757.1"
"27857" "ENSG05220025000" "ENSG00000207814.1"
"27858" "ENSG05220025001" "ENSG00000226752.9"
"27859" "ENSG05220025002" "ENSG00000214654.8"
"27860" "ENSG05220025003" "ENSG00000204136.12"
"27861" "ENSG05220025004" "ENSG00000230894.2"
"27862" "ENSG05220025005" "ENSG00000261534.1"
"27863" "ENSG05220025006" "ENSG00000233569.2"
"27864" "ENSG05220025007" "ENSG00000119446.14"
"27865" "ENSG05220025008" "ENSG00000225960.1"
"27866" "ENSG05220025009" "ENSG00000239593.1"
"27867" "ENSG05220025010" "ENSG00000171505.5"
"27868" "ENSG05220025011" "ENSG00000041982.16"
"27869" "ENSG05220025012" "ENSG00000157693.15"
"27870" "ENSG05220025013" "ENSG00000119397.18"
"27871" "ENSG05220025014" "ENSG00000240299.3"
"27872" "ENSG05220025015" "ENSG00000226604.2"
"27873" "ENSG05220025016" "ENSG00000237548.1"
"27874" "ENSG05220025017" "ENSG00000106952.8"
"27875" "ENSG05220025018" "ENSG00000207268.1"
"27876" "ENSG05220025019" "ENSG00000230734.1"
"27877" "ENSG05220025020" "ENSG00000136848.17"
"27878" "ENSG05220025021" "ENSG00000229854.1"
"27879" "ENSG05220025022" "ENSG00000266583.1"
"27880" "ENSG05220025023" "ENSG00000106852.15"
"27881" "ENSG05220025024" "ENSG00000148175.13"
"27882" "ENSG05220025025" "ENSG00000235119.1"
"27883" "ENSG05220025026" "ENSG00000230054.3"
"27884" "ENSG05220025027" "ENSG00000136861.18"
"27885" "ENSG05220025028" "ENSG00000214651.4"
"27886" "ENSG05220025029" "ENSG00000233616.2"
"27887" "ENSG05220025030" "ENSG00000136888.8"
"27888" "ENSG05220006449" "ENSG00000277340.1"
"27889" "ENSG05220006452" "ENSG00000276149.1"
"27890" "ENSG05220006453" "ENSG00000276149.1"
"27891" "ENSG05220006454" "ENSG00000276266.1"
"27892" "ENSG05220006456" "ENSG00000277260.1"
"27893" "ENSG05220006457" "ENSG00000278647.1"
"27894" "ENSG05220006458" "ENSG00000227069.1"
"27895" "ENSG05220006459" "ENSG00000275377.1"
"27896" "ENSG05220006461" "ENSG00000274067.1"
"27897" "ENSG05220006463" "ENSG00000184906.11"
"27898" "ENSG05220006466" "ENSG00000237207.2"
"27899" "ENSG05220062365" "ENSG00000278331.1"
"27900" "ENSG05220006469" "ENSG00000278331.1"
"27901" "ENSG05220006470" "ENSG00000276462.2"
"27902" "ENSG05220006472" "ENSG00000276094.1"
"27903" "ENSG05220006473" "ENSG00000229311.1"
"27904" "ENSG05220006474" "ENSG00000278001.1"
"27905" "ENSG05220006475" "ENSG00000223839.8"
"27906" "ENSG05220006479" "ENSG00000276412.2"
"27907" "ENSG05220006481" "ENSG00000227353.1"
"27908" "ENSG05220006482" "ENSG00000277778.2"
"27909" "ENSG05220006483" "ENSG00000273900.1"
"27910" "ENSG05220006485" "ENSG00000286916.1"
"27911" "ENSG05220006487" "ENSG00000185775.10"
"27912" "ENSG05220006494" "ENSG00000276291.5"
"27913" "ENSG05220006500" "ENSG00000154529.15"
"27914" "ENSG05220006516" "ENSG00000276040.4"
"27915" "ENSG05220006524" "ENSG00000276832.2"
"27916" "ENSG05220006525" "ENSG00000238529.1"
"27917" "ENSG05220006526" "ENSG00000278122.1"
"27918" "ENSG05220006527" "ENSG00000275144.1"
"27919" "ENSG05220006528" "ENSG00000277412.1"
"27920" "ENSG05220006529" "ENSG00000277412.1"
"27921" "ENSG05220006530" "ENSG00000204816.5"
"27922" "ENSG05220006531" "ENSG00000204816.5"
"27923" "ENSG05220006532" "ENSG00000232433.2"
"27924" "ENSG05220006533" "ENSG00000230635.2"
"27925" "ENSG05220006534" "ENSG00000239986.2"
"27926" "ENSG05220006535" "ENSG00000237357.2"
"27927" "ENSG05220006537" "ENSG00000236816.3"
"27928" "ENSG05220006545" "ENSG00000225380.4"
"27929" "ENSG05220006546" "ENSG00000276963.1"
"27930" "ENSG05220006548" "ENSG00000276963.1"
"27931" "ENSG05220006551" "ENSG00000215126.11"
"27932" "ENSG05220006554" "ENSG00000212952.6"
"27933" "ENSG05220006555" "ENSG00000274157.1"
"27934" "ENSG05220006556" "ENSG00000277598.1"
"27935" "ENSG05220006558" "ENSG00000275297.1"
"27936" "ENSG05220006560" "ENSG00000280077.1"
"27937" "ENSG05220006561" "ENSG00000216829.6"
"27938" "ENSG05220006563" "ENSG00000216829.6"
"27939" "ENSG05220006564" "ENSG00000273717.1"
"27940" "ENSG05220006565" "ENSG00000278485.1"
"27941" "ENSG05220006566" "ENSG00000224537.1"
"27942" "ENSG05220006567" "ENSG00000224681.1"
"27943" "ENSG05220006568" "ENSG00000231390.1"
"27944" "ENSG05220006569" "ENSG00000287800.1"
"27945" "ENSG05220006572" "ENSG00000213816.3"
"27946" "ENSG05220006573" "ENSG00000283378.1"
"27947" "ENSG05220006574" "ENSG00000276868.1"
"27948" "ENSG05220006575" "ENSG00000204818.4"
"27949" "ENSG05220006576" "ENSG00000276500.1"
"27950" "ENSG05220006578" "ENSG00000274516.2"
"27951" "ENSG05220006579" "ENSG00000278054.1"
"27952" "ENSG05220006580" "ENSG00000273514.2"
"27953" "ENSG05220006581" "ENSG00000279456.1"
"27954" "ENSG05220006582" "ENSG00000225655.5"
"27955" "ENSG05220006584" "ENSG00000275390.1"
"27956" "ENSG05220006586" "ENSG00000275390.1"
"27957" "ENSG05220006587" "ENSG00000286506.1"
"27958" "ENSG05220006589" "ENSG00000270909.1"
"27959" "ENSG05220006590" "ENSG00000230245.2"
"27960" "ENSG05220061890" "ENSG00000276522.1"
"27961" "ENSG05220006593" "ENSG00000278077.1"
"27962" "ENSG05220006594" "ENSG00000274688.1"
"27963" "ENSG05220006595" "ENSG00000277737.3"
"27964" "ENSG05220006596" "ENSG00000288225.1"
"27965" "ENSG05220006599" "ENSG00000274583.1"
"27966" "ENSG05220006602" "ENSG00000283541.1"
"27967" "ENSG05220006603" "ENSG00000276581.3"
"27968" "ENSG05220006605" "ENSG00000275160.1"
"27969" "ENSG05220006606" "ENSG00000278028.1"
"27970" "ENSG05220006608" "ENSG00000229079.1"
"27971" "ENSG05220062500" "ENSG00000276562.1"
"27972" "ENSG05220006610" "ENSG00000286793.1"
"27973" "ENSG05220006612" "ENSG00000276502.1"
"27974" "ENSG05220006614" "ENSG00000276277.1"
"27975" "ENSG05220006615" "ENSG00000274680.1"
"27976" "ENSG05220006616" "ENSG00000276128.2"
"27977" "ENSG05220006619" "ENSG00000275628.2"
"27978" "ENSG05220006621" "ENSG00000275239.4"
"27979" "ENSG05220006462" "ENSG00000227924.2"
"27980" "ENSG05220006521" "ENSG00000276040.4"
"27981" "ENSG05220006522" "ENSG00000276422.2"
"27982" "ENSG05220006536" "ENSG00000275450.1"
"27983" "ENSG05220006557" "ENSG00000275297.1"
"27984" "ENSG05220006559" "ENSG00000275297.1"
"27985" "ENSG05220006570" "ENSG00000287276.1"
"27986" "ENSG05220006597" "ENSG00000274583.1"
"27987" "ENSG05220006600" "ENSG00000275649.1"
"27988" "ENSG05220061601" "ENSG00000275649.1"
"27989" "ENSG05220019268" "ENSG00000095203.15"
"27990" "ENSG05220019269" "ENSG00000285370.1"
"27991" "ENSG05220019271" "ENSG00000119471.15"
"27992" "ENSG05220019273" "ENSG00000232896.1"
"27993" "ENSG05220019274" "ENSG00000136868.11"
"27994" "ENSG05220019275" "ENSG00000243911.3"
"27995" "ENSG05220019276" "ENSG00000228053.1"
"27996" "ENSG05220019279" "ENSG00000148225.16"
"27997" "ENSG05220019287" "ENSG00000187003.7"
"27998" "ENSG05220019289" "ENSG00000136875.13"
"27999" "ENSG05220019290" "ENSG00000206907.1"
"28000" "ENSG05220019291" "ENSG00000230081.2"
"28001" "ENSG05220019292" "ENSG00000271631.1"
"28002" "ENSG05220019293" "ENSG00000119411.11"
"28003" "ENSG05220019295" "ENSG00000230185.5"
"28004" "ENSG05220019296" "ENSG00000206923.1"
"28005" "ENSG05220019297" "ENSG00000223238.1"
"28006" "ENSG05220019298" "ENSG00000227482.1"
"28007" "ENSG05220019300" "ENSG00000136867.11"
"28008" "ENSG05220019301" "ENSG00000148158.17"
"28009" "ENSG05220019304" "ENSG00000266315.1"
"28010" "ENSG05220019305" "ENSG00000200106.1"
"28011" "ENSG05220019306" "ENSG00000284763.1"
"28012" "ENSG05220019308" "ENSG00000136810.13"
"28013" "ENSG05220019310" "ENSG00000171133.4"
"28014" "ENSG05220019314" "ENSG00000119326.15"
"28015" "ENSG05220019322" "ENSG00000260230.5"
"28016" "ENSG05220019325" "ENSG00000030304.14"
"28017" "ENSG05220019326" "ENSG00000206658.1"
"28018" "ENSG05220019327" "ENSG00000204173.11"
"28019" "ENSG05220019330" "ENSG00000119321.9"
"28020" "ENSG05220019333" "ENSG00000242256.3"
"28021" "ENSG05220019335" "ENSG00000106853.20"
"28022" "ENSG05220019336" "ENSG00000232905.2"
"28023" "ENSG05220019337" "ENSG00000250068.1"
"28024" "ENSG05220019338" "ENSG00000119431.10"
"28025" "ENSG05220019339" "ENSG00000237906.1"
"28026" "ENSG05220019340" "ENSG00000199525.1"
"28027" "ENSG05220019341" "ENSG00000119457.8"
"28028" "ENSG05220019343" "ENSG00000233817.1"
"28029" "ENSG05220019345" "ENSG00000199331.1"
"28030" "ENSG05220019350" "ENSG00000165185.15"
"28031" "ENSG05220019351" "ENSG00000119314.16"
"28032" "ENSG05220019353" "ENSG00000225684.4"
"28033" "ENSG05220019355" "ENSG00000165124.18"
"28034" "ENSG05220019361" "ENSG00000227531.1"
"28035" "ENSG05220019362" "ENSG00000148229.13"
"28036" "ENSG05220019367" "ENSG00000165181.17"
"28037" "ENSG05220019369" "ENSG00000136883.15"
"28038" "ENSG05220019373" "ENSG00000263861.1"
"28039" "ENSG05220019374" "ENSG00000214669.3"
"28040" "ENSG05220019375" "ENSG00000222356.1"
"28041" "ENSG05220019376" "ENSG00000237124.1"
"28042" "ENSG05220019377" "ENSG00000188959.10"
"28043" "ENSG05220019378" "ENSG00000285076.1"
"28044" "ENSG05220019379" "ENSG00000222327.1"
"28045" "ENSG05220019387" "ENSG00000136813.15"
"28046" "ENSG05220019395" "ENSG00000157657.14"
"28047" "ENSG05220019396" "ENSG00000212409.1"
"28048" "ENSG05220019397" "ENSG00000148154.10"
"28049" "ENSG05220019401" "ENSG00000237073.1"
"28050" "ENSG05220019402" "ENSG00000207329.1"
"28051" "ENSG05220019404" "ENSG00000196739.15"
"28052" "ENSG05220019406" "ENSG00000176386.9"
"28053" "ENSG05220019407" "ENSG00000207401.1"
"28054" "ENSG05220019408" "ENSG00000224644.1"
"28055" "ENSG05220019413" "ENSG00000136866.14"
"28056" "ENSG05220019416" "ENSG00000106868.17"
"28057" "ENSG05220019417" "ENSG00000106771.13"
"28058" "ENSG05220019419" "ENSG00000213529.3"
"28059" "ENSG05220019420" "ENSG00000148153.14"
"28060" "ENSG05220019421" "ENSG00000207698.1"
"28061" "ENSG05220019422" "ENSG00000119328.12"
"28062" "ENSG05220019423" "ENSG00000225513.1"
"28063" "ENSG05220019424" "ENSG00000157653.12"
"28064" "ENSG05220019431" "ENSG00000173258.13"
"28065" "ENSG05220019432" "ENSG00000223918.1"
"28066" "ENSG05220019434" "ENSG00000148218.16"
"28067" "ENSG05220019435" "ENSG00000284867.1"
"28068" "ENSG05220019437" "ENSG00000106927.12"
"28069" "ENSG05220019438" "ENSG00000200261.1"
"28070" "ENSG05220019440" "ENSG00000242616.4"
"28071" "ENSG05220019444" "ENSG00000198121.14"
"28072" "ENSG05220019450" "ENSG00000284962.1"
"28073" "ENSG05220019454" "ENSG00000274263.1"
"28074" "ENSG05220019455" "ENSG00000259953.2"
"28075" "ENSG05220019456" "ENSG00000282897.1"
"28076" "ENSG05220019457" "ENSG00000204193.11"
"28077" "ENSG05220019458" "ENSG00000224067.2"
"28078" "ENSG05220019459" "ENSG00000070159.14"
"28079" "ENSG05220019460" "ENSG00000059769.20"
"28080" "ENSG05220019461" "ENSG00000070061.16"
"28081" "ENSG05220019471" "ENSG00000138835.22"
"28082" "ENSG05220019481" "ENSG00000285115.1"
"28083" "ENSG05220019483" "ENSG00000213539.4"
"28084" "ENSG05220019486" "ENSG00000231528.3"
"28085" "ENSG05220019491" "ENSG00000165188.14"
"28086" "ENSG05220019493" "ENSG00000226609.2"
"28087" "ENSG05220019299" "ENSG00000232939.1"
"28088" "ENSG05220019453" "ENSG00000157654.19"
"28089" "ENSG05220061771" "ENSG00000223256.1"
"28090" "ENSG05220037996" "ENSG00000233013.10"
